id,target_prot,seqid,fam_cluster,padloc_system,padloc_gene,deffinder_system,deffinder_gene,start,end,rel_start,rel_end,strand,flip_strand,product,locus_tag,assembly_accession,species_taxid,kingdom,phylum,class,order,family,genus,species,linecolor,fillcolor
WP_003665706.1,WP_065533057.1,NZ_CP065318.1,35,,,,,1902565,1903257,22079,22771,+,+,hypothetical protein,I5Q80_RS09205,GCF_016697045.1,1598,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,"[30.293956076163173, 73.00362722706231, 97.19527031321589, 255]","[60.587912152326346, 146.00725445412462, 194.39054062643177, 255]"
WP_065533051.1,WP_065533057.1,NZ_CP065318.1,36,,,,,1903329,1903991,22843,23505,+,+,L-serine ammonia-lyase%2C iron-sulfur-dependent subunit beta,I5Q80_RS09210,GCF_016697045.1,1598,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,"[98.0739930492313, 114.55660263628313, 86.53823126538995, 255]","[196.1479860984626, 229.11320527256626, 173.0764625307799, 255]"
WP_015638883.1,WP_236945423.1,NZ_CP016803.1,27,,,,,254260,255039,22249,23028,-,+,transporter substrate-binding domain-containing protein,BEP11_RS01285,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[70.25107411099374, 115.54543128352904, 98.50104274068812, 255]","[140.50214822198748, 231.09086256705808, 197.00208548137624, 255]"
WP_123799336.1,WP_236945423.1,NZ_CP016803.1,14,,,,,255408,256535,20753,21880,-,+,PLP-dependent aspartate aminotransferase family protein,BEP11_RS01290,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.1978933798467, 118.63035908335542, 94.82149985649531, 255]","[166.3957867596934, 237.26071816671083, 189.64299971299062, 255]"
WP_123799338.1,WP_236945423.1,NZ_CP016803.1,14,,,,,256510,257706,19582,20778,-,+,PLP-dependent aspartate aminotransferase family protein,BEP11_RS01295,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.1978933798467, 118.63035908335542, 94.82149985649531, 255]","[166.3957867596934, 237.26071816671083, 189.64299971299062, 255]"
WP_003681784.1,WP_236945423.1,NZ_CP016803.1,65,,,,,258054,258542,18746,19234,-,+,transcriptional regulator,BEP11_RS01300,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[87.16994281051022, 118.48076201708204, 93.1041697287325, 255]","[174.33988562102044, 236.96152403416409, 186.208339457465, 255]"
WP_003681786.1,WP_236945423.1,NZ_CP016803.1,37,,,,,258898,259335,17953,18390,-,+,D-aminoacyl-tRNA deacylase,BEP11_RS01305,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.87179767491796, 118.64624395821923, 94.55208509887964, 255]","[167.7435953498359, 237.29248791643846, 189.1041701977593, 255]"
WP_003681788.1,WP_236945423.1,NZ_CP016803.1,28,,,,,259345,261579,15709,17943,-,+,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,BEP11_RS01310,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[86.51981009519115, 118.5464480546438, 93.40713376634228, 255]","[173.0396201903823, 237.0928961092876, 186.81426753268457, 255]"
WP_003681789.1,WP_236945423.1,NZ_CP016803.1,24,,,,,261595,261936,15352,15693,-,+,hypothetical protein,BEP11_RS01315,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[47.994265433747856, 101.21748091215075, 99.81895406954834, 255]","[95.98853086749571, 202.4349618243015, 199.63790813909668, 255]"
WP_003685052.1,WP_236945423.1,NZ_CP016803.1,13,,,,,261996,262745,14543,15292,-,+,16S rRNA (uracil(1498)-N(3))-methyltransferase,BEP11_RS01320,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[87.81534216145823, 118.39882847743232, 92.79455668748746, 255]","[175.63068432291647, 236.79765695486464, 185.58911337497491, 255]"
WP_003681791.1,WP_236945423.1,NZ_CP016803.1,30,,,,,262745,263707,13581,14543,-,+,50S ribosomal protein L11 methyltransferase,BEP11_RS01325,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.21057706279159, 89.55453926543744, 98.55545978879034, 255]","[70.42115412558319, 179.10907853087488, 197.1109195775807, 255]"
WP_031274857.1,WP_236945423.1,NZ_CP016803.1,26,,,,,263763,264056,13232,13525,-,+,hypothetical protein,BEP11_RS01330,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[45.44812056409533, 31.78029879014361, 92.92685966923577, 255]","[90.89624112819067, 63.56059758028722, 185.85371933847154, 255]"
WP_012391154.1,WP_236945423.1,NZ_CP016803.1,20,,,,,264649,265602,11686,12639,+,-,L-lactate dehydrogenase,BEP11_RS01335,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[114.42566851993624, 94.84783693217737, 69.52768584553274, 255]","[228.85133703987248, 189.69567386435475, 139.0553716910655, 255]"
WP_236945437.1,WP_236945423.1,NZ_CP016803.1,,cas_type_other,Csx1,,,265925,267118,10170,11363,+,-,transposase,BEP11_RS01340,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[230, 230, 230, 255]"
WP_236945422.1,WP_236945423.1,NZ_CP016803.1,21,,,,,267234,267911,9377,10054,-,+,hypothetical protein,BEP11_RS01345,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[32.43988344327098, 68.38958154600219, 97.08994647594845, 255]","[64.87976688654196, 136.77916309200438, 194.1798929518969, 255]"
WP_035423534.1,WP_236945423.1,NZ_CP016803.1,,,,,,268514,268981,8307,8774,-,+,alpha/beta hydrolase fold domain-containing protein,BEP11_RS01350,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_123799340.1,WP_236945423.1,NZ_CP016803.1,2,cas_type_II-A,Csn2,CAS_Class2-Subtype-II-A,csn2_II-A_6,270310,270981,6307,6978,-,+,type II-A CRISPR-associated protein Csn2,BEP11_RS01355,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[156.6936756617153, 236.12111077786028, 193.0341998905749, 255]"
WP_003685065.1,WP_236945423.1,NZ_CP016803.1,3,cas_type_II-A,Cas2_II,CAS_Class2-Subtype-II-A,cas2_I_II_III_IV_V_VI_11,270978,271283,6005,6310,-,+,CRISPR-associated endonuclease Cas2,BEP11_RS01360,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[100.62703781392865, 30.29656754082209, 179.51542666149774, 255]"
WP_123799342.1,WP_236945423.1,NZ_CP016803.1,1,cas_type_II-A,Cas1_II,CAS_Class2-Subtype-II-A,cas1_I_II_III_IV_V_VI_5,271261,272106,5182,6027,-,+,type II CRISPR-associated endonuclease Cas1,BEP11_RS01365,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
WP_021349406.1,WP_236945423.1,NZ_CP016803.1,60,,,,,272174,273394,3894,5114,+,-,IS256 family transposase,BEP11_RS01370,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[40.36715779371478, 47.75214525703198, 95.31459991953325, 255]","[80.73431558742956, 95.50429051406395, 190.6291998390665, 255]"
WP_236945423.1,WP_236945423.1,NZ_CP016803.1,0,cas_type_II-A,Cas9,CAS_Class2-Subtype-II-A,cas9_II-A_1,273713,277288,0,3575,-,+,type II CRISPR RNA-guided endonuclease Cas9,BEP11_RS01380,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
WP_123799274.1,WP_236945423.1,NZ_CP016803.1,,,,,,277406,278119,-831,-118,+,-,helix-turn-helix domain-containing protein,BEP11_RS01385,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_107760586.1,WP_236945423.1,NZ_CP016803.1,49,,,,,278107,278991,-1703,-819,+,-,IS3 family transposase,BEP11_RS01390,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[36.14954118070831, 90.4752707216708, 98.68828164555805, 255]","[72.29908236141662, 180.9505414433416, 197.3765632911161, 255]"
WP_236945424.1,WP_236945423.1,NZ_CP016803.1,7,,,,,279820,281760,-4472,-2532,-,+,hypothetical protein,BEP11_RS01400,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[75.46964627440586, 117.3744886305716, 97.33528625349952, 255]","[150.93929254881172, 234.7489772611432, 194.67057250699904, 255]"
WP_023467180.1,WP_236945423.1,NZ_CP016803.1,18,,,,,282233,282997,-5709,-4945,+,-,hydroxyethylthiazole kinase,BEP11_RS01405,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_075667005.1,WP_236945423.1,NZ_CP016803.1,4,,,,,283020,283817,-6529,-5732,+,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,BEP11_RS01410,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_123799346.1,WP_236945423.1,NZ_CP016803.1,15,,,,,283982,284620,-7332,-6694,+,-,thiamine phosphate synthase,BEP11_RS01415,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[97.50717223500317, 114.90848647205591, 86.95687033773437, 255]","[195.01434447000634, 229.81697294411182, 173.91374067546874, 255]"
WP_123799348.1,WP_236945423.1,NZ_CP016803.1,5,,,,,284793,286043,-8755,-7505,-,+,RNA-guided endonuclease TnpB family protein,BEP11_RS01420,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[44.42318975199889, 98.16164036695504, 99.5903323422451, 255]","[88.84637950399778, 196.32328073391008, 199.1806646844902, 255]"
WP_123799350.1,WP_236945423.1,NZ_CP016803.1,9,,,,,286118,286576,-9288,-8830,+,-,IS200/IS605 family transposase,BEP11_RS01425,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.47151297410953, 53.19547935794847, 95.95040928271898, 255]","[76.94302594821906, 106.39095871589694, 191.90081856543796, 255]"
WP_123799352.1,WP_236945423.1,NZ_CP016803.1,4,,,,,286690,287502,-10214,-9402,-,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,BEP11_RS01430,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_236945425.1,WP_236945423.1,NZ_CP016803.1,6,,,,,287517,287948,-10660,-10229,-,+,phosphate-starvation-inducible protein PsiE,BEP11_RS01435,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.84144788848097, 112.56801838642647, 84.35374322802248, 255]","[201.68289577696194, 225.13603677285295, 168.70748645604496, 255]"
WP_111523598.1,WP_236945423.1,NZ_CP016803.1,22,,,,,288049,288306,-11018,-10761,-,+,CPBP family intramembrane metalloprotease,BEP11_RS01440,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[94.2483399876158, 23.398058339443676, 20.575129690885394, 255]","[188.4966799752316, 46.79611667888735, 41.15025938177079, 255]"
WP_123799356.1,WP_236945423.1,NZ_CP016803.1,55,,,,,288683,290107,-12819,-11395,-,+,glutamate synthase subunit beta,BEP11_RS01445,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[59.9480012027885, 110.05706897993758, 99.7636125817216, 255]","[119.896002405577, 220.11413795987517, 199.5272251634432, 255]"
WP_123799358.1,WP_236945423.1,NZ_CP016803.1,42,,,,,290124,294596,-17308,-12836,-,+,glutamate synthase large subunit,BEP11_RS01450,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[97.08792989208698, 32.78782791965052, 26.70749010801042, 255]","[194.17585978417395, 65.57565583930104, 53.41498021602084, 255]"
WP_123799361.1,WP_236945423.1,NZ_CP016803.1,47,,,,,296357,296626,-19338,-19069,-,+,hypothetical protein,BEP11_RS01460,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[36.52262721296046, 58.464284310915225, 96.46209281963868, 255]","[73.04525442592092, 116.92856862183045, 192.92418563927737, 255]"
WP_181984757.1,WP_236945423.1,NZ_CP016803.1,50,,,,,296612,296860,-19572,-19324,+,-,hypothetical protein,BEP11_RS01465,GCF_002242615.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[98.69519290168847, 38.10043724924705, 30.191620341663956, 255]","[197.39038580337694, 76.2008744984941, 60.38324068332791, 255]"
WP_003685094.1,WP_234446804.1,NZ_CP067088.1,11,,,,,821378,822058,-19435,-18755,-,-,DUF554 domain-containing protein,JIO03_RS04060,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[98.2947127096455, 36.77689093569376, 29.322333998038154, 255]","[196.589425419291, 73.55378187138751, 58.64466799607631, 255]"
WP_003681833.1,WP_234446804.1,NZ_CP067088.1,8,,,,,822233,822772,-18580,-18041,+,+,peptide-methionine (S)-S-oxide reductase MsrA,JIO03_RS04065,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_015638869.1,WP_234446804.1,NZ_CP067088.1,,,,,,823075,823215,-17738,-17598,+,+,hypothetical protein,JIO03_RS04070,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_003681830.1,WP_234446804.1,NZ_CP067088.1,12,,,,,823305,824153,-17508,-16660,+,+,MetQ/NlpA family ABC transporter substrate-binding protein,JIO03_RS04075,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[28.969630186921364, 75.64884471295056, 97.18879583456662, 255]","[57.93926037384273, 151.29768942590113, 194.37759166913324, 255]"
WP_003681828.1,WP_234446804.1,NZ_CP067088.1,8,,,,,824166,824687,-16647,-16126,+,+,peptide-methionine (S)-S-oxide reductase MsrA,JIO03_RS04080,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_234446802.1,WP_234446804.1,NZ_CP067088.1,50,,,,,825511,825759,-15302,-15054,-,-,hypothetical protein,JIO03_RS04085,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[98.69519290168847, 38.10043724924705, 30.191620341663956, 255]","[197.39038580337694, 76.2008744984941, 60.38324068332791, 255]"
WP_181811261.1,WP_234446804.1,NZ_CP067088.1,47,,,,,825745,826014,-15068,-14799,+,+,hypothetical protein,JIO03_RS04090,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[36.52262721296046, 58.464284310915225, 96.46209281963868, 255]","[73.04525442592092, 116.92856862183045, 192.92418563927737, 255]"
WP_160229467.1,WP_234446804.1,NZ_CP067088.1,,,,,,826253,827344,-14560,-13469,-,-,NAD(P)-dependent alcohol dehydrogenase,JIO03_RS04095,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_200548671.1,WP_234446804.1,NZ_CP067088.1,42,,,,,827777,832249,-13036,-8564,+,+,glutamate synthase large subunit,JIO03_RS04100,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[97.08792989208698, 32.78782791965052, 26.70749010801042, 255]","[194.17585978417395, 65.57565583930104, 53.41498021602084, 255]"
WP_069776162.1,WP_234446804.1,NZ_CP067088.1,55,,,,,832266,833690,-8547,-7123,+,+,glutamate synthase subunit beta,JIO03_RS04105,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[59.9480012027885, 110.05706897993758, 99.7636125817216, 255]","[119.896002405577, 220.11413795987517, 199.5272251634432, 255]"
WP_070446988.1,WP_234446804.1,NZ_CP067088.1,22,,,,,834068,834325,-6745,-6488,+,+,CPBP family intramembrane metalloprotease,JIO03_RS04110,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[94.2483399876158, 23.398058339443676, 20.575129690885394, 255]","[188.4966799752316, 46.79611667888735, 41.15025938177079, 255]"
WP_234446803.1,WP_234446804.1,NZ_CP067088.1,6,,,,,834426,834857,-6387,-5956,+,+,phosphate-starvation-inducible protein PsiE,JIO03_RS04115,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.84144788848097, 112.56801838642647, 84.35374322802248, 255]","[201.68289577696194, 225.13603677285295, 168.70748645604496, 255]"
WP_003681822.1,WP_234446804.1,NZ_CP067088.1,4,,,,,834872,835684,-5941,-5129,+,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,JIO03_RS04120,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_168183452.1,WP_234446804.1,NZ_CP067088.1,15,,,,,835746,836387,-5067,-4426,-,-,thiamine phosphate synthase,JIO03_RS04125,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[97.50717223500317, 114.90848647205591, 86.95687033773437, 255]","[195.01434447000634, 229.81697294411182, 173.91374067546874, 255]"
WP_070446996.1,WP_234446804.1,NZ_CP067088.1,4,,,,,836552,837349,-4261,-3464,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,JIO03_RS04130,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_070446998.1,WP_234446804.1,NZ_CP067088.1,18,,,,,837351,838136,-3462,-2677,-,-,hydroxyethylthiazole kinase,JIO03_RS04135,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_200548673.1,WP_234446804.1,NZ_CP067088.1,7,,,,,838581,840548,-2232,-265,+,+,hypothetical protein,JIO03_RS04140,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[75.46964627440586, 117.3744886305716, 97.33528625349952, 255]","[150.93929254881172, 234.7489772611432, 194.67057250699904, 255]"
WP_234446804.1,WP_234446804.1,NZ_CP067088.1,0,cas_type_other,Cas9,CAS_Class2-Subtype-II-A,cas9_II-A_1,840813,844244,0,3431,+,+,type II CRISPR RNA-guided endonuclease Cas9,JIO03_RS04145,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
WP_014562415.1,WP_234446804.1,NZ_CP067088.1,38,,,,,844302,845288,3489,4475,+,+,IS30 family transposase,JIO03_RS04150,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[76.19610949140984, 117.57055577471112, 97.14107416274987, 255]","[152.39221898281968, 235.14111154942225, 194.28214832549975, 255]"
WP_200548675.1,WP_234446804.1,NZ_CP067088.1,0,,,,,845285,846046,4472,5233,+,+,Cas9 endonuclease PAM-interacting domain-containing protein,JIO03_RS04155,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.68166666382263, 44.663241417991436, 34.51721809614919, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
WP_200548445.1,WP_234446804.1,NZ_CP067088.1,60,,,,,846350,847570,5537,6757,-,-,IS256 family transposase,JIO03_RS04160,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[40.36715779371478, 47.75214525703198, 95.31459991953325, 255]","[80.73431558742956, 95.50429051406395, 190.6291998390665, 255]"
WP_200548677.1,WP_234446804.1,NZ_CP067088.1,1,cas_type_other,Cas1_II,CAS_Class2-Subtype-II-A,cas1_I_II_III_IV_V_VI_5,847637,848485,6824,7672,+,+,type II CRISPR-associated endonuclease Cas1,JIO03_RS04165,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
WP_021816721.1,WP_234446804.1,NZ_CP067088.1,3,cas_type_II-A,Cas2_II,CAS_Class2-Subtype-II-A,cas2_I_II_III_IV_V_VI_11,848463,848768,7650,7955,+,+,CRISPR-associated endonuclease Cas2,JIO03_RS04170,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[100.62703781392865, 30.29656754082209, 179.51542666149774, 255]"
WP_168183456.1,WP_234446804.1,NZ_CP067088.1,2,cas_type_other,Csn2,CAS_Class2-Subtype-II-A,csn2_II-A_6,848765,849436,7952,8623,+,+,type II-A CRISPR-associated protein Csn2,JIO03_RS04175,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[156.6936756617153, 236.12111077786028, 193.0341998905749, 255]"
WP_003681801.1,WP_234446804.1,NZ_CP067088.1,23,,,,,851405,851635,10592,10822,-,-,hypothetical protein,JIO03_RS04190,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[68.71739003128884, 114.87681608958442, 98.77168415084817, 255]","[137.4347800625777, 229.75363217916885, 197.54336830169635, 255]"
WP_234446805.1,WP_234446804.1,NZ_CP067088.1,21,,,,,851878,852531,11065,11718,+,+,hypothetical protein,JIO03_RS04195,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[32.43988344327098, 68.38958154600219, 97.08994647594845, 255]","[64.87976688654196, 136.77916309200438, 194.1798929518969, 255]"
WP_035430779.1,WP_234446804.1,NZ_CP067088.1,20,,,,,852718,853671,11905,12858,-,-,L-lactate dehydrogenase,JIO03_RS04200,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[114.42566851993624, 94.84783693217737, 69.52768584553274, 255]","[228.85133703987248, 189.69567386435475, 139.0553716910655, 255]"
WP_031274857.1,WP_234446804.1,NZ_CP067088.1,26,,,,,854264,854557,13451,13744,+,+,hypothetical protein,JIO03_RS04205,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[45.44812056409533, 31.78029879014361, 92.92685966923577, 255]","[90.89624112819067, 63.56059758028722, 185.85371933847154, 255]"
